fpl_hostname,fpl_letter,fpl_name,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_rade,fpl_dens,fpl_eqt
KELT-15,b,KELT-15 b,3.32944,0.04613,0,416.3573,19.504,0.36,1642
KELT-16,b,KELT-16 b,0.9689951,0.02044,0,874.0325,15.861,1.2,2453
KELT-17,b,KELT-17 b,3.0801716,0.04881,,416.3573,17.094,0.46,2087
KELT-18,b,KELT-18 b,2.8717518,0.0455,0,375.0394,17.598,0.377,2085
KELT-19 A,b,KELT-19 A b,4.6117093,0.0637,,1293.5681,21.409,0.744,1935
KELT-2 A,b,KELT-2 A b,4.11379,0.05497,0,540.311,15.132,0.91,
KELT-20,b,KELT-20 b,3.4741085,0.0542,0,1074.90106,19.515,0.806,2262
KELT-21,b,KELT-21 b,3.6127647,0.05224,0,1242.7153,17.777,1.24,2051
KELT-3,b,KELT-3 b,2.70339,0.04123,0,616.5902,17.486,0.75,1816
KELT-4 A,b,KELT-4 A b,2.9895932,0.04317,0,286.68266,19.044,0.228,1823
KELT-6,b,KELT-6 b,7.8457,0.07939,0.22,165.2716,14.572,0.311,1313
KELT-6,c,KELT-6 c,1276,2.39,0.21,1179.1493,13,2.95,
KELT-7,b,KELT-7 b,2.73477,0.04415,0,441.7837,17.934,0.442,2048
KELT-8,b,KELT-8 b,3.24406,0.0455,0.04,209.7678,18.159,0.167,1675
KELT-9,b,KELT-9 b,1.4811235,0.03462,0,915.3504,21.196,0.53,4050
KIC 10001893,b,KIC 10001893 b,0.2197,,,,,,
KIC 10001893,c,KIC 10001893 c,0.32528,,,,,,
KIC 10001893,d,KIC 10001893 d,0.81161,,,,,,
KIC 10525077,b,KIC 10525077 b,854.083,,,25.9,5.5,0.855,
KIC 3558849,b,KIC 3558849 b,1322.3,,,38.1,6.9,0.637,
KIC 5437945,b,KIC 5437945 b,440.7813,,,33.6,6.4,0.704,
KIC 5951458,b,KIC 5951458 b,1320.1,,,35.4,6.6,0.677,
KIC 7917485,b,KIC 7917485 b,840,,0.15,3750.394,12.4,10.8,
KOI-7892,b,KIC 8540376 b,31.8099,,,15.8,4.1,1.26,
KOI-7892,c,KIC 8540376 c,75.2,,,6.35,2.4,2.52,
KIC 9663113,b,KIC 9663113 b,572.3847,,,19.2,4.6,1.08,
KMT-2016-BLG-1107L,b,KMT-2016-BLG-1107L b,,0.342,,1043.43589,13.1,2.55,
KMT-2016-BLG-1397L,b,KMT-2016-BLG-1397L b,,5.1,,2224.81,12.7,5.97,
KMT-2016-BLG-1820L,b,KMT-2016-BLG-1820L b,,1.08,,1452.4831,12.9,3.72,
KMT-2016-BLG-2142L,b,KMT-2016-BLG-2142L b,,0.83,,4923.1867,12.2,14.9,
KMT-2017-BLG-1038L,b,KMT-2017-BLG-1038L b,,1.8,,635.66,13.4,1.45,
KMT-2017-BLG-1146L,b,KMT-2017-BLG-1146L b,,1.6,,225.6593,14,0.452,
KOI-12,b,KOI-12 b,17.85523,0.151,0.72,1690.8556,17.262,1.81,
KOI-1257,b,KOI-1257 b,86.647661,0.382,0.772,460.83,10.54,2.1,511
KOI-13,b,KOI-13 b,1.763588,0.03641,0.00064,2949.4624,16.948,3.6,2550
KOI-142,b,KOI-142 b,10.95416,,0.05593,8.7,3.78,0.87,
KOI-142,c,KOI-142 c,22.3395,0.15525,0.05628,198.8,14.1,0.39,
KOI-217,b,KOI-217 b,3.90512,0.0477,0,,12.442,,
KOI-351,b,KOI-351 b,7.008151,0.074,,2.27,1.31,5.55,
KOI-351,c,KOI-351 c,8.719375,0.089,,1.81,1.19,5.9,
KOI-351,d,KOI-351 d,59.73667,0.32,,8.6,2.87,2,
KOI-351,e,KOI-351 e,91.93913,0.42,,7.56,2.66,2.21,
KOI-351,f,KOI-351 f,124.9144,0.48,,8.65,2.88,1.99,
KOI-351,g,KOI-351 g,210.60697,0.71,,254.264,8.1,,
KOI-351,h,KOI-351 h,331.60059,1.01,,381.396,11.3,,
KOI-351,i,KOI-351 i,14.44912,,,2.3,1.32,5.5,709
KOI-3680,b,KOI-3680 b,141.241671,0.534,0.496,613.4119,11.097,2.46,347
KOI-55,b,KOI-55 b,0.240104,0.006,,0.44,0.759,5.53,
KOI-55,c,KOI-55 c,0.342887,0.0076,,0.655,0.867,5.52,
KOI-94,b,KOI-94 b,3.743208,0.05119,0.25,10.5,1.71,10.1,1486
KOI-94,c,KOI-94 c,10.423648,0.1013,0.43,15.6,4.32,0.91,1012
KOI-94,d,KOI-94 d,22.342989,0.1684,0.022,106,11.27,0.363,806
KOI-94,e,KOI-94 e,54.32031,0.3046,0.019,35,6.56,0.6,584
KPS-1,b,KPS-1 b,1.706291,0.0269,0,346.4347,11.545,1.31,1459
Kapteyn,c,Kapteyn c,121.54,0.311,0.23,7,2.54,2.35,
Kepler-10,b,Kepler-10 b,0.837491,0.0172,0.06,4.60853,1.481,8,2130
Kepler-10,c,Kepler-10 c,45.294301,0.241,0,17.2,2.35,7.1,584
Kepler-100,b,Kepler-100 b,6.88705,,0.13,7.34,1.32,14.25,
Kepler-100,c,Kepler-100 c,12.8159,,0.02,7.05,2.2,,
Kepler-100,d,Kepler-100 d,35.3331,,0.38,3,1.61,,
Kepler-1000,b,Kepler-1000 b,120.0181272,,,20.3,4.76,1.03,
Kepler-1001,b,Kepler-1001 b,14.30511983,,,10.1,3.15,1.78,
Kepler-1002,b,Kepler-1002 b,4.33642933,,,3.57,1.71,3.92,
Kepler-1003,b,Kepler-1003 b,3.55485691,,,3.82,1.78,3.72,
Kepler-1004,b,Kepler-1004 b,5.28789787,,,32.5,6.28,0.721,
Kepler-1005,b,Kepler-1005 b,6.49801525,,,2.86,1.5,4.66,
Kepler-1006,b,Kepler-1006 b,19.76172042,,,2.99,1.54,4.5,
Kepler-1007,b,Kepler-1007 b,5.18500207,,,2.67,1.44,4.91,
Kepler-1008,b,Kepler-1008 b,12.43931193,,,2.18,1.28,5.71,
Kepler-1009,b,Kepler-1009 b,11.35011917,,,5.35,2.17,2.88,
Kepler-101,b,Kepler-101 b,3.4876812,0.0474,0.086,51.1,5.77,1.45,1513
Kepler-101,c,Kepler-101 c,6.02976,0.0684,0,3.78,1.25,10.5,1413
Kepler-1010,b,Kepler-1010 b,34.2685705,,,5.99,2.32,2.64,
Kepler-1011,b,Kepler-1011 b,5.75322197,,,8.6,2.87,2,
Kepler-1012,b,Kepler-1012 b,5.50860439,,,2.21,1.29,5.66,
Kepler-1013,b,Kepler-1013 b,18.93054959,,,5.27,2.15,2.91,
Kepler-1014,b,Kepler-1014 b,16.57110363,,,6.3,2.39,2.54,
Kepler-1015,b,Kepler-1015 b,16.00494214,,,12.3,3.55,1.51,
Kepler-1016,b,Kepler-1016 b,1.95452434,,,5.39,2.18,2.86,
Kepler-1016,c,Kepler-1016 c,105.6551369,,,13.1,3.68,1.44,
Kepler-1017,b,Kepler-1017 b,7.23400469,,,4.62,1.99,3.22,
Kepler-1018,b,Kepler-1018 b,49.1013514,,,7.18,2.58,2.3,
Kepler-1019,b,Kepler-1019 b,1.41122985,,,2.73,1.46,4.82,
Kepler-102,b,Kepler-102 b,5.28696,,,4.3,0.47,,
Kepler-102,c,Kepler-102 c,7.07142,,,3,0.58,,
Kepler-102,d,Kepler-102 d,10.3117,,,3.8,1.18,13.27,
Kepler-102,e,Kepler-102 e,16.1457,,,8.93,2.22,4.68,
Kepler-102,f,Kepler-102 f,27.4536,,,5.2,0.88,,
Kepler-1020,b,Kepler-1020 b,96.9151496,,,5.82,2.28,2.7,
Kepler-1021,b,Kepler-1021 b,13.47469571,,,6.04,2.33,2.62,
Kepler-1022,b,Kepler-1022 b,10.99469878,,,6.17,2.36,2.58,
Kepler-1023,b,Kepler-1023 b,62.1387714,,,7.41,2.63,2.24,
Kepler-1024,b,Kepler-1024 b,66.4162133,,,14.5,3.91,1.33,
Kepler-1025,b,Kepler-1025 b,37.3229493,,,4.58,1.98,3.24,
Kepler-1026,b,Kepler-1026 b,36.5156053,,,5.52,2.21,2.81,
Kepler-1027,b,Kepler-1027 b,1.9078052,,,0.64,0.89,4.99,
Kepler-1028,b,Kepler-1028 b,2.51462432,,,2.33,1.33,5.44,
Kepler-1029,b,Kepler-1029 b,4.41769648,,,2.13,1.26,5.85,
Kepler-103,b,Kepler-103 b,15.9654,,0.03,9.7,3.37,1.38,
Kepler-103,c,Kepler-103 c,179.612,,0.02,36.1,5.14,1.47,
Kepler-1030,b,Kepler-1030 b,19.32952416,,,6.71,2.48,2.42,
Kepler-1031,b,Kepler-1031 b,1.22621732,,,0.59,0.87,4.92,
Kepler-1032,b,Kepler-1032 b,3.29011795,,,4.16,1.87,3.5,
Kepler-1033,b,Kepler-1033 b,7.56052806,,,6.85,2.51,2.38,
Kepler-1034,b,Kepler-1034 b,12.12400943,,,5.73,2.26,2.73,
Kepler-1035,b,Kepler-1035 b,2.71407755,,,1.71,1.17,5.87,
Kepler-1036,b,Kepler-1036 b,122.8808058,,,9.32,3.01,1.88,
Kepler-1037,b,Kepler-1037 b,1.06378867,,,2.18,1.28,5.71,
Kepler-1038,b,Kepler-1038 b,148.4603382,,,12.2,3.53,1.52,
Kepler-1039,b,Kepler-1039 b,0.93488424,,,2.73,1.46,4.82,
Kepler-104,b,Kepler-104 b,11.427548,0.094,,19.6,3.1,3.62,
Kepler-104,c,Kepler-104 c,23.668205,0.153,,9.96,3.13,1.78,
Kepler-104,d,Kepler-104 d,51.755394,0.257,,12.5,3.58,1.5,
Kepler-1040,b,Kepler-1040 b,201.1214,,,4.98,2.08,3.04,
Kepler-1041,b,Kepler-1041 b,24.7576421,,,8.96,2.94,1.94,
Kepler-1042,b,Kepler-1042 b,10.13202575,,,5.43,2.19,2.84,
Kepler-1043,b,Kepler-1043 b,38.5053398,,,7.04,2.55,2.33,
Kepler-1044,b,Kepler-1044 b,6.77408868,,,7.61,2.67,2.2,
Kepler-1045,b,Kepler-1045 b,26.41045478,,,7.7,2.69,2.17,
Kepler-1046,b,Kepler-1046 b,14.37508035,,,3.57,1.71,3.92,
Kepler-1047,b,Kepler-1047 b,56.1886887,,,5.02,2.09,3.02,
Kepler-1047,c,Kepler-1047 c,3.18897601,,,0.937,0.99,5.31,
Kepler-1048,b,Kepler-1048 b,6.92101021,,,3.22,1.61,4.24,
Kepler-1049,b,Kepler-1049 b,3.27346074,,,0.809,0.95,5.18,
Kepler-105,b,Kepler-105 b,5.4122,0.066,0.47,5.1,4.81,0.252,1418
Kepler-105,c,Kepler-105 c,7.1262,0.0731,,4.6,1.31,11.2,997
Kepler-1050,b,Kepler-1050 b,15.3787546,,,3.19,1.6,4.28,
Kepler-1050,c,Kepler-1050 c,21.1284569,,,2.79,1.48,4.73,
Kepler-1051,b,Kepler-1051 b,25.96200249,,,11.5,3.4,1.61,
Kepler-1052,b,Kepler-1052 b,34.8538276,,,8.91,2.93,1.95,
Kepler-1053,b,Kepler-1053 b,2.41435165,,,0.904,0.98,5.28,
Kepler-1054,b,Kepler-1054 b,4.30655689,,,7.41,2.63,2.24,
Kepler-1055,b,Kepler-1055 b,2.29503623,,,2.04,1.23,6.02,
Kepler-1056,b,Kepler-1056 b,27.495606,,,9.32,3.01,1.88,
Kepler-1057,b,Kepler-1057 b,14.08827448,,,11.2,3.36,1.62,
Kepler-1058,b,Kepler-1058 b,110.96546,,,7.85,2.72,2.14,
Kepler-1059,b,Kepler-1059 b,3.76419105,,,3.64,1.73,3.86,
Kepler-106,b,Kepler-106 b,6.16486,,,5.3,0.82,,
Kepler-106,c,Kepler-106 c,13.5708,,,10.44,2.5,3.28,
Kepler-106,d,Kepler-106 d,23.9802,,,8.1,0.95,,
Kepler-106,e,Kepler-106 e,43.8445,,,11.17,2.56,3.1,
Kepler-1060,b,Kepler-1060 b,46.8779367,,,6.26,2.38,2.55,
Kepler-1061,b,Kepler-1061 b,2.75798267,,,4.58,1.98,3.24,
Kepler-1062,b,Kepler-1062 b,9.30412078,,,3.75,1.76,3.78,
Kepler-1063,b,Kepler-1063 b,14.07971466,,,2.83,1.49,4.7,
Kepler-1064,b,Kepler-1064 b,16.54080322,,,3.02,1.55,4.46,
Kepler-1065,b,Kepler-1065 b,3.60930891,,,13.4,3.73,1.42,
Kepler-1065,c,Kepler-1065 c,2.37030743,,,3.19,1.6,4.28,
Kepler-1066,b,Kepler-1066 b,1.93155984,,,6.17,2.36,2.58,
Kepler-1067,b,Kepler-1067 b,0.76212926,,,0.437,0.8,4.69,
Kepler-1068,b,Kepler-1068 b,16.92344113,,,12.8,3.63,1.47,
Kepler-1069,b,Kepler-1069 b,23.8990296,,,3.19,1.6,4.28,
Kepler-107,b,Kepler-107 b,3.179997,0.044,0.02,3.05,1.56,4.41,
Kepler-107,c,Kepler-107 c,4.901425,0.059,0.02,3.93,1.81,3.64,
Kepler-107,d,Kepler-107 d,7.958203,0.082,0.14,1.24,1.07,5.56,
Kepler-107,e,Kepler-107 e,14.749049,0.123,0.02,11.8,3.45,1.58,
Kepler-1070,b,Kepler-1070 b,6.2216147,,,3.64,1.73,3.86,
Kepler-1071,b,Kepler-1071 b,6.1799844,,,6.26,2.38,2.55,
Kepler-1072,b,Kepler-1072 b,1.5690665,,,3.12,1.58,4.35,
Kepler-1073,b,Kepler-1073 b,8.67888593,,,5.9,2.3,2.66,
Kepler-1073,c,Kepler-1073 c,4.02582254,,,3.33,1.64,4.15,
Kepler-1074,b,Kepler-1074 b,5.94566534,,,2.1,1.25,5.91,
Kepler-1075,b,Kepler-1075 b,1.52372816,,,2.6,1.42,4.99,
Kepler-1076,b,Kepler-1076 b,6.14727918,,,0.437,0.8,4.69,
Kepler-1077,b,Kepler-1077 b,34.3511874,,,8.1,2.77,2.09,
Kepler-1078,b,Kepler-1078 b,3.00725242,,,4.27,1.9,3.42,
Kepler-1079,b,Kepler-1079 b,13.24503188,,,3.29,1.63,4.17,
Kepler-108,b,Kepler-108 b,49.183921,0.292,0.22,56,8.65,0.475,
Kepler-108,c,Kepler-108 c,190.323494,0.721,0.04,50.9,8.18,0.511,
Kepler-1080,b,Kepler-1080 b,77.2548396,,,10.8,3.28,1.68,
Kepler-1081,b,Kepler-1081 b,3.85691855,,,1.01,1.01,5.39,
Kepler-1082,b,Kepler-1082 b,1.5432066,,,1.46,1.12,5.71,
Kepler-1083,b,Kepler-1083 b,33.4177993,,,11.2,3.36,1.62,
Kepler-1084,b,Kepler-1084 b,2.05333679,,,1.41,1.11,5.67,
Kepler-1085,b,Kepler-1085 b,219.3217528,,,41.2,7.22,0.602,
Kepler-1086,b,Kepler-1086 b,18.78425728,,,6.53,2.44,2.47,
Kepler-1086,c,Kepler-1086 c,161.5163345,,,8.96,2.94,1.94,
Kepler-1087,b,Kepler-1087 b,0.69384285,,,0.165,0.61,3.99,
Kepler-1088,b,Kepler-1088 b,23.12748644,,,2.6,1.42,4.99,
Kepler-1089,b,Kepler-1089 b,5.13248562,,,4.01,1.83,3.6,
Kepler-109,b,Kepler-109 b,6.48163,,0.21,7.3,2.37,,
Kepler-109,c,Kepler-109 c,21.2227,,0.03,21.8,2.52,,
Kepler-1090,b,Kepler-1090 b,198.680179,,,5.69,2.25,2.74,
Kepler-1091,b,Kepler-1091 b,1.43474156,,,2.73,1.46,4.82,
Kepler-1092,b,Kepler-1092 b,58.6017925,,,4.94,2.07,3.06,
Kepler-1093,b,Kepler-1093 b,25.0824626,,,4.46,1.95,3.31,
Kepler-1093,c,Kepler-1093 c,89.722292,,,4.5,1.96,3.28,
Kepler-1094,b,Kepler-1094 b,78.1000231,,,10.2,3.18,1.74,
Kepler-1095,b,Kepler-1095 b,4.27103091,,,1.92,1.21,5.96,
Kepler-1096,b,Kepler-1096 b,2.89221751,,,2.07,1.24,5.97,
Kepler-1097,b,Kepler-1097 b,187.747029,,,10.7,3.26,1.7,
Kepler-1098,b,Kepler-1098 b,2.54307286,,,2.24,1.3,5.6,
Kepler-1099,b,Kepler-1099 b,2.16845259,,,8.4,2.83,2.04,
Kepler-11,b,Kepler-11 b,10.3039,0.091,0.045,1.9,1.8,1.72,
Kepler-11,c,Kepler-11 c,13.0241,0.107,0.026,2.9,2.87,0.66,
Kepler-11,d,Kepler-11 d,22.6845,0.155,0.004,7.3,3.12,1.28,
Kepler-11,e,Kepler-11 e,31.9996,0.195,0.012,8,4.19,0.58,
Kepler-11,f,Kepler-11 f,46.6888,0.25,0.013,2,2.49,0.69,
Kepler-11,g,Kepler-11 g,118.3807,0.466,0.15,25,3.33,4,
Kepler-110,b,Kepler-110 b,12.691112,0.107,,4.01,1.83,3.6,
Kepler-110,c,Kepler-110 c,31.719775,0.198,,5.52,2.21,2.81,
Kepler-1100,b,Kepler-1100 b,6.42200058,,,3.71,1.75,3.8,
Kepler-1101,b,Kepler-1101 b,81.3151059,,,6.66,2.47,2.43,
Kepler-1102,b,Kepler-1102 b,51.3285623,,,7.56,2.66,2.21,
Kepler-1103,b,Kepler-1103 b,19.79191978,,,5.77,2.27,2.71,
Kepler-1104,b,Kepler-1104 b,5.03728015,,,2.04,1.23,6.02,
Kepler-1105,b,Kepler-1105 b,4.42157218,,,4.7,2.01,3.18,
Kepler-1106,b,Kepler-1106 b,1.25275217,,,3.36,1.65,4.11,
Kepler-1107,b,Kepler-1107 b,0.57103852,,,2.36,1.34,5.39,
Kepler-1108,b,Kepler-1108 b,4.51005748,,,2.73,1.46,4.82,
Kepler-1109,b,Kepler-1109 b,37.6467384,,,5.43,2.19,2.84,
Kepler-111,b,Kepler-111 b,3.341815,0.046,,3.12,1.58,4.35,
Kepler-111,c,Kepler-111 c,224.784608,0.761,,42,7.3,0.593,
Kepler-1110,b,Kepler-1110 b,9.69312032,,,7.56,2.66,2.21,
Kepler-1111,b,Kepler-1111 b,8.79617863,,,4.66,2,3.2,
Kepler-1112,b,Kepler-1112 b,14.36267939,,,9.38,3.02,1.87,
Kepler-1113,b,Kepler-1113 b,42.3004954,,,8.3,2.81,2.06,
Kepler-1114,b,Kepler-1114 b,14.97435694,,,2.39,1.35,5.34,
Kepler-1115,b,Kepler-1115 b,23.5540725,,,3.53,1.7,3.95,
Kepler-1116,b,Kepler-1116 b,41.6977827,,,6.99,2.54,2.34,
Kepler-1117,b,Kepler-1117 b,4.79028459,,,1.41,1.11,5.67,
Kepler-1118,b,Kepler-1118 b,38.6715075,,,7.95,2.74,2.12,
Kepler-1119,b,Kepler-1119 b,8.3265153,,,4.35,1.92,3.38,
Kepler-112,b,Kepler-112 b,8.408878,0.076,,6.17,2.36,2.58,
Kepler-112,c,Kepler-112 c,28.574263,0.172,,6.35,2.4,2.52,
Kepler-1120,b,Kepler-1120 b,2.94902905,,,2.48,1.38,5.19,
Kepler-1121,b,Kepler-1121 b,13.15141081,,,4.31,1.91,3.4,
Kepler-1122,b,Kepler-1122 b,42.1917357,,,4.82,2.04,3.12,
Kepler-1123,b,Kepler-1123 b,4.33946454,,,3.43,1.67,4.05,
Kepler-1124,b,Kepler-1124 b,2.85234897,,,2.18,1.28,5.71,
Kepler-1125,b,Kepler-1125 b,17.6700642,,,4.04,1.84,3.56,
Kepler-1126,b,Kepler-1126 b,108.593329,,,3.64,1.73,3.86,
Kepler-1127,b,Kepler-1127 b,5.12330347,,,4.5,1.96,3.28,
Kepler-1128,b,Kepler-1128 b,61.6178167,,,12.9,3.65,1.46,
Kepler-1129,b,Kepler-1129 b,24.3397804,,,9.06,2.96,1.92,
Kepler-1129,c,Kepler-1129 c,76.5369586,,,7.9,2.73,2.13,
Kepler-113,b,Kepler-113 b,4.754,,,11.7,1.82,10.73,
Kepler-113,c,Kepler-113 c,8.92507,,,8.7,2.18,,
Kepler-1130,b,Kepler-1130 b,5.45298175,,,0.437,0.8,4.69,
Kepler-1131,b,Kepler-1131 b,3.53232449,,,3.15,1.59,4.31,
Kepler-1132,b,Kepler-1132 b,62.8916228,,,6.12,2.35,2.59,
Kepler-1133,b,Kepler-1133 b,11.55562343,,,4.54,1.97,3.26,
Kepler-1134,b,Kepler-1134 b,17.13263989,,,7.46,2.64,2.23,
Kepler-1135,b,Kepler-1135 b,76.957857,,,4.08,1.85,3.54,
Kepler-1136,b,Kepler-1136 b,2.36172433,,,3.33,1.64,4.15,
Kepler-1137,b,Kepler-1137 b,23.9210791,,,5.48,2.2,2.83,
Kepler-1138,b,Kepler-1138 b,3.17060005,,,3.53,1.7,3.95,
Kepler-1139,b,Kepler-1139 b,0.81316672,,,1.81,1.19,5.9,
Kepler-114,b,Kepler-114 b,5.188549,0.053,,6.8,1.26,18.7,588
Kepler-114,c,Kepler-114 c,8.041,0.06482,,2.8,1.6,3.76,508
Kepler-114,d,Kepler-114 d,11.776,0.08358,,3.9,2.53,1.32,447
Kepler-1140,b,Kepler-1140 b,24.0862707,,,8.1,2.77,2.09,
Kepler-1141,b,Kepler-1141 b,2.34451194,,,0.477,0.82,4.75,
Kepler-1142,b,Kepler-1142 b,18.3027248,,,2.76,1.47,4.77,
Kepler-1143,b,Kepler-1143 b,2.88890485,,,3.43,1.67,4.05,
Kepler-1143,c,Kepler-1143 c,210.630591,,,12.6,3.6,1.48,
Kepler-1144,b,Kepler-1144 b,17.14647302,,,4.62,1.99,3.22,
Kepler-1145,b,Kepler-1145 b,3.97076766,,,2.54,1.4,5.09,
Kepler-1146,b,Kepler-1146 b,2.3522658,,,2.04,1.23,6.02,
Kepler-1147,b,Kepler-1147 b,10.62784997,,,7.32,2.61,2.26,
Kepler-1148,b,Kepler-1148 b,1.10446351,,,3.5,1.69,3.98,
Kepler-1149,b,Kepler-1149 b,3.73089898,,,2.67,1.44,4.91,
Kepler-115,b,Kepler-115 b,2.403679,0.036,,1.32,1.09,5.6,
Kepler-115,c,Kepler-115 c,8.990889,0.087,,7.27,2.6,2.27,
Kepler-1150,b,Kepler-1150 b,2.78786839,,,1.04,1.02,5.39,
Kepler-1151,b,Kepler-1151 b,65.6478424,,,5.56,2.22,2.79,
Kepler-1152,b,Kepler-1152 b,1.64680191,,,0.59,0.87,4.92,
Kepler-1153,b,Kepler-1153 b,1.75583533,,,3.64,1.73,3.86,
Kepler-1154,b,Kepler-1154 b,5.1856142,,,6.08,2.34,2.61,
Kepler-1154,c,Kepler-1154 c,8.45808312,,,6.17,2.36,2.58,
Kepler-1155,b,Kepler-1155 b,33.469743,,,4.78,2.03,3.14,
Kepler-1156,b,Kepler-1156 b,11.89520511,,,2.3,1.32,5.5,
Kepler-1157,b,Kepler-1157 b,4.45743164,,,1.32,1.09,5.6,
Kepler-1158,b,Kepler-1158 b,13.5396293,,,6.08,2.34,2.61,
Kepler-1159,b,Kepler-1159 b,22.70816791,,,6.21,2.37,2.56,
Kepler-116,b,Kepler-116 b,5.968734,0.069,,11.6,3.42,1.59,
Kepler-116,c,Kepler-116 c,13.07163,0.116,,5.9,2.3,2.66,
Kepler-1160,b,Kepler-1160 b,7.97034958,,,5.22,2.14,2.93,
Kepler-1161,b,Kepler-1161 b,10.71252541,,,5.18,2.13,2.95,
Kepler-1162,b,Kepler-1162 b,32.5637069,,,5.52,2.21,2.81,
Kepler-1163,b,Kepler-1163 b,6.11786898,,,1.08,1.03,5.43,
Kepler-1164,b,Kepler-1164 b,3.97599768,,,1.46,1.12,5.71,
Kepler-1165,b,Kepler-1165 b,9.478522,,,3.02,1.55,4.46,
Kepler-1166,b,Kepler-1166 b,33.2406882,,,3.5,1.69,3.98,
Kepler-1167,b,Kepler-1167 b,1.00393374,,,3.57,1.71,3.92,
Kepler-1168,b,Kepler-1168 b,55.8226539,,,6.8,2.5,2.39,
Kepler-1169,b,Kepler-1169 b,6.11009134,,,0.779,0.94,5.15,
Kepler-117,b,Kepler-117 b,18.7959228,0.1445,0.0493,29.875,8.059,0.3,984
Kepler-117,c,Kepler-117 c,50.790391,0.2804,0.0323,584.78,12.341,1.74,704
Kepler-1170,b,Kepler-1170 b,9.98969327,,,6.39,2.41,2.51,
Kepler-1171,b,Kepler-1171 b,1.44259224,,,7.08,2.56,2.32,
Kepler-1172,b,Kepler-1172 b,26.0204423,,,10.3,3.2,1.73,
Kepler-1173,b,Kepler-1173 b,0.7698536,,,0.64,0.89,4.99,
Kepler-1174,b,Kepler-1174 b,6.89225223,,,3.15,1.59,4.31,
Kepler-1175,b,Kepler-1175 b,37.94563,,,9.22,2.99,1.9,
Kepler-1176,b,Kepler-1176 b,24.1738579,,,6.57,2.45,2.45,
Kepler-1177,b,Kepler-1177 b,106.247547,,,4.27,1.9,3.42,
Kepler-1178,b,Kepler-1178 b,31.80634,,,1.24,1.07,5.56,
Kepler-1179,b,Kepler-1179 b,2.68505749,,,2.3,1.32,5.5,
Kepler-118,b,Kepler-118 b,7.518496,0.073,,4.5,1.96,3.28,
Kepler-118,c,Kepler-118 c,20.17202,0.141,,45.7,7.68,0.554,
Kepler-1180,b,Kepler-1180 b,16.8601286,,,4.62,1.99,3.22,
Kepler-1181,b,Kepler-1181 b,4.89337519,,,3.09,1.57,4.39,
Kepler-1182,b,Kepler-1182 b,11.17394617,,,6.39,2.41,2.51,
Kepler-1183,b,Kepler-1183 b,28.5057189,,,8.35,2.82,2.05,
Kepler-1184,b,Kepler-1184 b,53.5991044,,,7.65,2.68,2.18,
Kepler-1185,b,Kepler-1185 b,104.3518976,,,2.33,1.33,5.44,
Kepler-1186,b,Kepler-1186 b,16.07677615,,,5.6,2.23,2.77,
Kepler-1187,b,Kepler-1187 b,18.87064068,,,7.32,2.61,2.26,
Kepler-1188,b,Kepler-1188 b,17.1369543,,,4.98,2.08,3.04,
Kepler-1189,b,Kepler-1189 b,3.78858982,,,3.78,1.77,3.75,
Kepler-119,b,Kepler-119 b,2.422082,0.035,,12.6,3.6,1.48,
Kepler-119,c,Kepler-119 c,4.125103,0.049,,0.721,0.92,5.09,
Kepler-1190,b,Kepler-1190 b,10.45843441,,,2.33,1.33,5.44,
Kepler-1191,b,Kepler-1191 b,5.60014851,,,2.89,1.51,4.61,
Kepler-1192,b,Kepler-1192 b,25.2034787,,,6.17,2.36,2.58,
Kepler-1193,b,Kepler-1193 b,2.83265213,,,2.3,1.32,5.5,
Kepler-1194,b,Kepler-1194 b,16.22371307,,,2.89,1.51,4.61,
Kepler-1195,b,Kepler-1195 b,8.49642241,,,4.98,2.08,3.04,
Kepler-1196,b,Kepler-1196 b,66.1849031,,,5.6,2.23,2.77,
Kepler-1197,b,Kepler-1197 b,2.03231845,,,2.1,1.25,5.91,
Kepler-1198,b,Kepler-1198 b,7.6847716,,,2.76,1.47,4.77,
Kepler-1199,b,Kepler-1199 b,15.0447198,,,1.6,1.15,5.78,
Kepler-12,b,Kepler-12 b,4.4379629,0.0553,0.021,137.30256,19.661,0.11,1480
Kepler-120,b,Kepler-120 b,6.312501,0.055,,8.5,2.15,4.7,576
Kepler-120,c,Kepler-120 c,12.794585,0.088,,2.96,1.53,4.54,455
Kepler-1200,b,Kepler-1200 b,1.11854972,,,1.2,1.06,5.54,
Kepler-1201,b,Kepler-1201 b,15.18725932,,,5.86,2.29,2.68,
Kepler-1202,b,Kepler-1202 b,28.6851324,,,8.96,2.94,1.94,
Kepler-1203,b,Kepler-1203 b,0.58800076,,,1.2,1.06,5.54,
Kepler-1204,b,Kepler-1204 b,85.7350285,,,9.53,3.05,1.85,
Kepler-1205,b,Kepler-1205 b,1.07839035,,,2.57,1.41,5.04,
Kepler-1206,b,Kepler-1206 b,1.21699766,,,3.33,1.64,4.15,
Kepler-1207,b,Kepler-1207 b,13.68237119,,,3.26,1.62,4.21,
Kepler-1208,b,Kepler-1208 b,11.08507637,,,5.99,2.32,2.64,
Kepler-1209,b,Kepler-1209 b,25.369116,,,2.89,1.51,4.61,
Kepler-121,b,Kepler-121 b,3.177422,0.039,,6.08,2.34,2.61,
